mass_A
t	x	y
5,330000000E0	5,509271038E1	3,055283455E1
5,340000000E0	5,496290512E1	3,030256887E1
5,350000000E0	5,479470143E1	2,995562938E1
5,360000000E0	5,459936771E1	2,959455563E1
5,370000000E0	5,434048330E1	2,920222417E1
5,380000000E0	5,403220036E1	2,876424903E1
5,390000000E0	5,374076332E1	2,825878229E1
5,400000000E0	5,338166869E1	2,769780578E1
5,410000000E0	5,299420949E1	2,709334499E1
5,420000000E0	5,255363667E1	2,646692029E1
5,430000000E0	5,208057320E1	2,579069507E1
5,440000000E0	5,157548129E1	2,506073524E1
5,450000000E0	5,100028860E1	2,430316415E1
5,460000000E0	5,039357967E1	2,353350071E1
5,470000000E0	4,976597763E1	2,272426555E1
5,480000000E0	4,906511159E1	2,189260959E1
5,490000000E0	4,834403321E1	2,102924071E1
5,500000000E0	4,754427458E1	2,020483001E1
5,510000000E0	4,658999736E1	1,944060552E1
5,520000000E0	4,575989555E1	1,827527671E1
5,530000000E0	4,480631449E1	1,734040243E1
5,540000000E0	4,378932146E1	1,633924092E1
5,550000000E0	4,270087522E1	1,536988769E1
5,560000000E0	4,158777575E1	1,435187147E1
5,570000000E0	4,040056001E1	1,334939756E1
5,580000000E0	3,914112733E1	1,236619784E1
5,590000000E0	3,783428252E1	1,139567534E1
5,600000000E0	3,645882354E1	1,045745743E1
5,610000000E0	3,504653981E1	9,530837377E0
5,620000000E0	3,353278804E1	8,627811606E0
5,630000000E0	3,198847089E1	7,801307994E0
